entity_name,date,posts_in_day,sponsored_posts_in_day,cumulative_posts,cumulative_sponsored_posts
petr-fiala,2021-01-09,5,2,26,3
tomio-okamura,2021-01-09,14,7,72,39
vladimir-kremlik,2021-01-09,2,0,12,0
zdenek-hrib,2021-01-09,1,0,7,0
alena-schillerova,2021-01-08,1,0,23,0
andrej-babis,2021-01-08,6,0,49,0
jan-farsky,2021-01-08,2,0,6,0
jan-hamacek,2021-01-08,1,0,5,0
karel-havlicek-3,2021-01-08,7,0,36,0
klara-dostalova,2021-01-08,2,0,8,0
marketa-pekarova-adamova,2021-01-08,2,0,17,0
milos-zeman,2021-01-08,1,0,5,0
petr-fiala,2021-01-08,2,0,21,1
tomio-okamura,2021-01-08,11,7,58,32
vladimir-kremlik,2021-01-08,4,0,10,0
alena-schillerova,2021-01-07,2,0,22,0
alexandra-udzenija,2021-01-07,1,0,6,0
andrej-babis,2021-01-07,10,0,43,0
jan-farsky,2021-01-07,2,0,4,0
jan-hamacek,2021-01-07,2,0,4,0
karel-havlicek-3,2021-01-07,4,0,29,0
klara-dostalova,2021-01-07,2,0,6,0
marketa-pekarova-adamova,2021-01-07,1,0,15,0
miroslav-kalousek,2021-01-07,4,0,27,0
petr-fiala,2021-01-07,2,0,19,1
tomio-okamura,2021-01-07,10,7,47,25
vladimir-kremlik,2021-01-07,1,0,6,0
adam-vojtech-1,2021-01-06,2,0,7,0
alena-schillerova,2021-01-06,3,0,20,0
andrej-babis,2021-01-06,5,0,33,0
jan-hamacek,2021-01-06,2,0,2,0
karel-havlicek-3,2021-01-06,10,0,25,0
klara-dostalova,2021-01-06,2,0,4,0
marketa-pekarova-adamova,2021-01-06,2,0,14,0
martin-kupka,2021-01-06,2,0,3,0
milos-zeman,2021-01-06,2,0,4,0
miroslav-kalousek,2021-01-06,4,0,23,0
petr-fiala,2021-01-06,8,0,17,1
tomio-okamura,2021-01-06,7,2,37,18
vladimir-kremlik,2021-01-06,1,0,5,0
zdenek-hrib,2021-01-06,1,0,6,0
adam-vojtech-1,2021-01-05,2,0,5,0
alena-schillerova,2021-01-05,5,0,17,0
alexandra-udzenija,2021-01-05,2,0,5,0
andrej-babis,2021-01-05,6,0,28,0
karel-havlicek-3,2021-01-05,10,0,15,0
klara-dostalova,2021-01-05,2,0,2,0
marketa-pekarova-adamova,2021-01-05,4,0,12,0
miroslav-kalousek,2021-01-05,7,0,19,0
petr-fiala,2021-01-05,5,1,9,1
tomio-okamura,2021-01-05,5,0,30,16
vladimir-kremlik,2021-01-05,1,0,4,0
zdenek-hrib,2021-01-05,1,0,5,0
adam-vojtech-1,2021-01-04,2,0,3,0
alena-schillerova,2021-01-04,4,0,12,0
alexandra-udzenija,2021-01-04,1,0,3,0
andrej-babis,2021-01-04,4,0,22,0
karel-havlicek-3,2021-01-04,5,0,5,0
marketa-pekarova-adamova,2021-01-04,6,0,8,0
miroslav-kalousek,2021-01-04,7,0,12,0
petr-fiala,2021-01-04,3,0,4,0
tomio-okamura,2021-01-04,12,8,25,16
vladimir-kremlik,2021-01-04,1,0,3,0
zdenek-hrib,2021-01-04,1,0,4,0
alena-schillerova,2021-01-03,1,0,8,0
andrej-babis,2021-01-03,6,0,18,0
marketa-pekarova-adamova,2021-01-03,1,0,2,0
milos-zeman,2021-01-03,2,0,2,0
miroslav-kalousek,2021-01-03,2,0,5,0
radek-vondracek,2021-01-03,2,0,12,0
tomio-okamura,2021-01-03,4,3,13,8
vladimir-kremlik,2021-01-03,2,0,2,0
alena-schillerova,2021-01-02,5,0,7,0
andrej-babis,2021-01-02,5,0,12,0
miroslav-kalousek,2021-01-02,2,0,3,0
petr-fiala,2021-01-02,1,0,1,0
radek-vondracek,2021-01-02,3,0,10,0
tomio-okamura,2021-01-02,5,4,9,5
adam-vojtech-1,2021-01-01,1,0,1,0
alena-schillerova,2021-01-01,2,0,2,0
alexandra-udzenija,2021-01-01,2,0,2,0
andrej-babis,2021-01-01,7,0,7,0
jan-farsky,2021-01-01,2,0,2,0
marketa-pekarova-adamova,2021-01-01,1,0,1,0
martin-kupka,2021-01-01,1,0,1,0
miroslav-kalousek,2021-01-01,1,0,1,0
radek-vondracek,2021-01-01,7,0,7,0
tomio-okamura,2021-01-01,4,1,4,1
zdenek-hrib,2021-01-01,3,0,3,0
